	index	year	region	review	sentiment	score
441	441	2002	PIEMONTE	Piemonte's run of good to great vintages was finally broken with disastrous hail in parts of Barolo, rot, unripeness and unusually cool weather. The thin-skinned Barbera suffered most in this small vintage.	NEGATIVE	0.9993021488189697
442	442	2001	PIEMONTE	Excellent quality (and quantity) from an early vintage slightly more in the voluptuous mould of 1999 and 1997 than particularly long-term. No shortage of ripeness or structure, but an occasional shortage of acidity.	POSITIVE	0.998063862323761
443	443	2000	PIEMONTE	Very good, partly thanks to a prolonged heatwave from mid-August to mid-September. Dolcettos were relatively simple but both Barbera and, especially, Nebbiolo were exceptional with excellent acidity as well as ripeness and great definition of flavour. For the long term.	POSITIVE	0.9998152256011963
444	444	1999	PIEMONTE	Very good quality yet again for Nebbiolo-based wines, and Dolcetto which was much more successful than the later-ripening Barbera. Voluptuous Barolo and Barbaresco recalls 1997.	POSITIVE	0.9996822476387024
445	445	1998	PIEMONTE	More structure and potential than 1997 and some very fine, elegant wines.	POSITIVE	0.9998441934585571
446	446	1997	PIEMONTE	A hot growing season resulted in record ripeness levels but some worryingly low acidities.	NEGATIVE	0.9955247640609741
447	447	1996	PIEMONTE	Superb Barolo and Barbaresco for keeping.	POSITIVE	0.99950110912323
448	448	1995	PIEMONTE	Hail-reduced crop of deep-coloured wines made from grapes which benefited from a sunny autumn. Probably a notch below 1989 and 1990.	NEGATIVE	0.8957590460777283
449	449	1994	PIEMONTE	Sugar and acid levels reasonable despite prolonged September rains. Not up to Tuscany’s performance.	POSITIVE	0.9425199031829834
450	450	1993	PIEMONTE	Nebbiolo and Barbera didn't really ripen before it rained. May be similar to 1988.	NEGATIVE	0.9972019195556641
451	451	1992	PIEMONTE	A large harvest, generally low on weight and power.	NEGATIVE	0.9947225451469421
452	452	1991	PIEMONTE	A smallish crop of light to mid-weight early-drinking wines.	NEGATIVE	0.8018397092819214
453	453	1990	PIEMONTE	With colossal power and big aromas these are very exciting wines which have repaid extended bottle age.	POSITIVE	0.999808132648468
454	454	1989	PIEMONTE	A superb, healthy crop. Top Barolos are thrilling and repay the wait.	POSITIVE	0.9997985363006592
455	455	1988	PIEMONTE	Initially over-rated, these are attractive, soft, full renditions.	POSITIVE	0.9994429349899292
456	456	1985	PIEMONTE	A few remain impressive, but excessive yields caused some to fade early.	NEGATIVE	0.998977780342102
457	457	1982	PIEMONTE	Oddly similar to Bordeaux: gorgeous young, they have shown they have had the weight and balance to last.	POSITIVE	0.9994917511940002
458	458	1978	PIEMONTE	Formidable, even aggressive wines that have developed at a snail's pace.	POSITIVE	0.9570378065109253
459	459	1971	PIEMONTE	Classic Barolos: rare but worth seeking out the big names.	POSITIVE	0.9997227787971497
460	460	2016	TUSCANY	Another good vintage in Tuscany has produced wines with deep colour and impressive fragrance. However, yields were down by up to a fifth compared to the average. Chianti Classico enjoyed particularly good quality fruit.	POSITIVE	0.9997029304504395
461	461	2015	TUSCANY	A cold and rainy winter preceded an irregular spring followed by exceptionally hot, dry summer weather, creating small bunches of Sangiovese, so yields were down across the region – exacerbated by several violent August hailstorms – although concentration levels are very good.	NEGATIVE	0.7529616951942444
462	462	2014	TUSCANY	A rainy, mild winter was followed by a cool spring, with one exceptional patch of high temperatures causing early budbreak and quick and generous fruit set. But the growing cycle was protracted due to cool weather and frequent hailstorms in July and August, causing widespread downy mildew. An exceptionally mild and dry September and early October turned a potentially disastrous vintage into a surprisingly good one, but with generally much lighter, earlier-ripening wines than 2013.	POSITIVE	0.9523648023605347
463	463	2013	TUSCANY	Considered a ‘classic vintage’ due to harvest taking place at the beginning of October. (This used to be the norm but the previous two, much warmer, years brought harvests forward to the beginning of September.) A very cool wet spring delayed budbreak by an average of two weeks. A very wet May that encouraged widespread and continued spraying was followed by a cool June. A picture-perfect July, August and September saved the year, one that resulted in elegant, fresh wines. A promising vintage on the whole, with the wines of Montalcino expected to be exceptional.	POSITIVE	0.9996659755706787
464	464	2012	TUSCANY	An unusually mild winter ended with a very cold February with lots of snow that replenished water tables. Spring was more or less regular with a warm and dry June, while temperatures climbed relentlessly during July and August. Just when producers feared a repeat of the scorching 2011, and vines had but all shut down, the rain that fell at the very end of August reignited growth and ripening. In spite of the intense heat, 2012 resulted in medium-bodied, fresh and at times rather light wines, arguably a welcome change from the heavy and sometimes alcoholic 2011s.	POSITIVE	0.9989625215530396
465	465	2011	TUSCANY	An exceptionally hot vintage with a very irregular weather pattern. A very cold and snowy winter preceded an unusually warm beginning of spring, although budbreak was not much earlier than normal. April was very hot, followed by a cool May. This pattern of alternating cold and hot periods had a ‘stop-go’ effect on the growth of the vines. The middle of August brought record-breaking heat and the grapes seemed prematurely ready, with some producers picking at the end of August to rescue the fruit from the burning sun. September remained extremely warm and 2011 was the year in which the sorting table arrived en masse in Chianti Classico. Many wines are rich, but fortunately still have enough freshness, although it is doubtful that this will remain during prolonged bottle ageing.	POSITIVE	0.9938129782676697
466	466	2010	TUSCANY	Much cooler than the hot 2009. A very wet winter continuing into a very wet spring was followed by a cool growing cycle. The heat that came in July helped to reduce the delay in ripening that was by then an estimated 15 days behind schedule. Sangiovese was harvested as late as the third week of October and many producers had to do several pickings to obtain regularly ripe grapes in the fermentation tanks. Montalcino, exceptionally, was drier than other parts of Tuscany and the long and slow ripening of the grapes resulted in what is considered an outstanding vintage with true ageing potential for years to come.	POSITIVE	0.9955116510391235
467	467	2009	TUSCANY	Initially hailed as a great vintage but the wines, rich and at times jammy with high alcohol, have begun to betray the exceptionally hot summer as they develop in bottle. A very wet winter was followed by a regular spring with a very hot May, with temperatures up to 30 ºC, resulting in a swift flowering and fruit set. The vintage looked to be 10 days earlier than normal, until mid May brought 30 solid days of rain. August was extremely hot with day temperatures reaching 40 ºC, although nights were much cooler than in 2003, which helped to preserve the freshness in the grapes. While the 2009s overall showed richness of fruit with good acidity, in many cases a certain jamminess looks likely to affect their ageing ability.	POSITIVE	0.9917783141136169
468	468	2008	TUSCANY	A relatively cool year with high diurnal temperature differences resulting in wines generally high in acidity and with firm tannins. The heterogeneity of finished wines suggests that this is a vintage in which the best terroirs shine. This seems to be true of Chianti Classico too, where the 2007s were initially considered greater. However, the best 2008s, especially the truly serious Riservas, should prove to have complexity as well staying power.	POSITIVE	0.9993470907211304
469	469	2007	TUSCANY	Tremendous: high alcohol and good acidity with consistent ripening, after a worryingly erratic budburst. Especially good for Chianti and Montalcino, and for Cabernet Sauvignon in Bolgheri.	POSITIVE	0.9997747540473938
470	470	2006	TUSCANY	Very promising vintage with a steady, prolonged growing season and well balanced wines.	POSITIVE	0.9998729825019836
471	471	2005	TUSCANY	Grapes had to be picked before the rain really set in if decent wine was to be made. A notable exception to my five year rule.	NEGATIVE	0.9678047895431519
472	472	2004	TUSCANY	Exceptionally good vintage, central Italy’s equivalent of the perfect growing season that France experienced in 2005.	POSITIVE	0.9998590350151062
473	473	2003	TUSCANY	Very difficult heatwave conditions were felt in all but the highest vineyards of Chianti Classico. Wines generally pretty unbalanced.	NEGATIVE	0.9987735748291016
474	474	2002	TUSCANY	Exceptionally wet summer resulted in rotten grapes, many of which failed to reach full ripeness. A real _annus horribilis._	NEGATIVE	0.9996532797813416
475	475	2001	TUSCANY	Smallish crop thanks to April frosts. June and July were dry but August and especially September were quite wet with rain threatening vine health as harvest time approached.	NEGATIVE	0.9851723909378052
476	476	2000	TUSCANY	Easy, ripe wines from a very hot, dry vintage which, unless vineyards were extremely well-managed, resulted in wines with a certain hollowness, though no shortage of alcohol.	NEGATIVE	0.9226833581924438
477	477	1999	TUSCANY	Quite exceptionally good quality. A vintage not unlike 1997 but with arguably more finesse and less sheer mass. Warm summer led to an early harvest of healthy grapes.	POSITIVE	0.9996081590652466
478	478	1998	TUSCANY	Irregular vintage after another hot summer which stressed the vines.	NEGATIVE	0.969580352306366
479	479	1997	TUSCANY	Hot summer and very ripe grapes that produced wines that seemed unusually luscious at the time even if some could do with a little more freshness.	POSITIVE	0.999180257320404
480	480	1996	TUSCANY	Very varied year producing soft, early maturing wines that should have been drunk by now.	NEGATIVE	0.8285275101661682
481	481	1995	TUSCANY	Nail-bitingly late harvest saved by an unusually warm, dry October, although acids are still generally high.	NEGATIVE	0.9757508635520935
482	482	1994	TUSCANY	At last a dry but cool harvest: rich and structured and certainly the best since 1990.	POSITIVE	0.9998610019683838
483	483	1993	TUSCANY	Survived the rains better than Piemonte, concentration held up, but some picked unripe fruit.	NEGATIVE	0.9213926792144775
484	484	1992	TUSCANY	A big crop of rather light wines to drink young.	POSITIVE	0.99923175573349
485	485	1991	TUSCANY	Endless harvest rains so the best were no more than pleasant.	NEGATIVE	0.9896966218948364
486	486	1990	TUSCANY	A hot year and low yields, the ingredients for really good wines, especially in Montalcino.	POSITIVE	0.999714732170105
487	487	1989	TUSCANY	Distinctly inferior to Piemonte. Light if not watery, so best to avoid.	NEGATIVE	0.9829812049865723
488	488	1988	TUSCANY	Delightfully smooth wines, balanced and ripe from low yields.	POSITIVE	0.9998708963394165
489	489	1985	TUSCANY	Initially impressive, then worryingly irregular with some Supertuscans unbalanced.	POSITIVE	0.8952542543411255
490	490	2017	NEW ZEALAND	Wetter, cooler conditions than usual made for a late harvest with Marlborough Sauvignon Blanc expected to be perhaps more restrained than the norm. Volume was 9% lower than in 2016.	NEGATIVE	0.9989053606987
491	491	2016	NEW ZEALAND	A welcome increase of volume produced after the small 2015 vintage. Martinborough had excellent weather conditions throughout the year, and is likely to fare better than Central Otago. In Marlborough, larger than average berry size is expected to emphasise thiols (passionfruit flavours) over methoxypyrazines (herbal flavours).	POSITIVE	0.999539315700531
492	492	2015	NEW ZEALAND	Marlborough enjoyed a very dry summer, resulting in wines with greater concentration than 2014 and yields were down 20-25%. Central Otago enjoyed plenty of ripeness in the Pinot Noir.	NEGATIVE	0.797637939453125
493	493	2014	NEW ZEALAND	A generally good vintage across the country, with particular excitement in Hawke’s Bay where 2014 is thought of as potentially even better than the outstanding 2013. The country’s viticultural engine room Marlborough had its largest ever vintage, with quality touted as above-average.	POSITIVE	0.9997903108596802
494	494	2013	NEW ZEALAND	Slightly riper than 2012 in Marlborough, and 'nigh-on perfect' in much of the north island, especially Hawke's Bay, with a long, warm summer and no adverse weather - although early frosts did bring down yields for many.	POSITIVE	0.9996225237846375
495	495	2012	NEW ZEALAND	One of the coolest years on record, and an overall yield 18% below the norm. This resulted in Sauvignon Blancs with grass and citrus flavours instead of tropical fruit.	POSITIVE	0.9632643461227417
496	496	2011	NEW ZEALAND	Warm and ripe across New Zealand, with a bumper crop of grapes.	POSITIVE	0.9998599290847778
497	497	2010	NEW ZEALAND	Only produced 75% of average yields, but a very easy vintage otherwise. Sauvignon Blanc experienced particular concentration, while Pinot Noir was praised for its perfume and firm structure.	POSITIVE	0.9981321096420288
498	498	2009	NEW ZEALAND	Good quality throughout New Zealand, with dry conditions making for lovely, healthy, naturally balanced wines. Reds from Martinborough and Hawke's Bay were especially noteworthy.	POSITIVE	0.9998807907104492
499	499	2008	NEW ZEALAND	A lot of rot in Marlborough, meaning careful selection was required to make good Sauvignon Blanc. Not a distinguished vintage.	NEGATIVE	0.9996445775032043
500	500	2007	NEW ZEALAND	Unkind to Martinborough, which suffered frost damage, but was welcomed across every other region as being good if not outstanding quality. For a much more detailed report of 2007 in New Zealand, click here.	POSITIVE	0.9991908669471741
501	501	2006	NEW ZEALAND	Good Sauvignon Blanc, but was more notable for Cabernet Sauvignon and Syrah based wines that benefited from the warm and dry weather.	POSITIVE	0.9993820786476135
502	502	2005	NEW ZEALAND	A small crop, producing wine with much greater concentration than normal.	POSITIVE	0.9987388849258423
503	503	2004	NEW ZEALAND	High yields of good quality fruit across most regions - with the exception of Central Otago, which suffered decimating frosts.	POSITIVE	0.9993990659713745
504	504	2003	NEW ZEALAND	Spring frosts reduced yield in many areas, producing 35% less fruit than in 2002. Quality is considered good albeit not stellar.	NEGATIVE	0.505649745464325
505	505	2002	NEW ZEALAND	Warm weather that was good for Cabernet Sauvignon and Syrah, but less beneficial to Sauvignon Blanc.	NEGATIVE	0.9572780728340149
506	506	2001	NEW ZEALAND	Exceptional quality on the south island, but was lighter in style on the north island.	POSITIVE	0.9995023608207703
507	507	2000	NEW ZEALAND	Much lower yields thanks to rot caused by rain. Marlborough was one of the best regions of the country.	POSITIVE	0.997144877910614
508	508	2016	PORT AND THE DOURO	A cold and wet spring made for a tough start to the year, and yields were lower than average as a result. Some very hot spells followed, retarding the ripening process as the vines shut down. Thankfully, the autumn was mostly dry, allowing for a long harvest to ensure optimum ripeness and the wines are rich, complex and intense.	POSITIVE	0.9903131723403931
509	509	2015	PORT AND THE DOURO	Overall, a dry and warm year in the Douro, but with enough rainfall at the right times to keep the vines in good condition. Disease pressure was low and the harvest was earlier than average. Flavour ripeness is impressive across all varieties, but acidity levels are fairly low, as are yields. Most producers are confident of making great vintage ports in this vintage.	POSITIVE	0.996557354927063
510	510	2014	PORT AND THE DOURO	Rain caused significant damage in the first half of the year, then a cool August didn’t help matters. Yields will be low, quality is not remarkable, and vintage declarations are most unlikely.	NEGATIVE	0.9484511017799377
511	511	2013	PORT AND THE DOURO	Unusually cool conditions in April and May and a tinder dry summer slowed grape development resulting in a low-yielding, tardy harvest of generally high quality.	NEGATIVE	0.9861986041069031
512	512	2012	PORT AND THE DOURO	The Douro saw drought and hail conspire to reduce yields significantly, by as much as 40% in places. The resultant small berries have made wines of high colour and notable acidity.	POSITIVE	0.9980154633522034
513	513	2011	PORT AND THE DOURO	The rain of 2010 was crucial in this much drier year, to sustain the vines through a hot summer. There was, finally, much needed precipitation in late August and September with dry, warm conditions thereafter which were perfect for picking. Looks to be a great quality vintage.	POSITIVE	0.9995670914649963
514	514	2010	PORT AND THE DOURO	An exceptionally wet winter brought challenging erosion to the Douro, but welcome restoration of ground water. A very hot July then retarded ripening (because the vines shut down in the excessive temperatures) but the weather was more agreeable later in the season with good conditions for harvest and increased yields compared to 2008 and	POSITIVE	0.9947515726089478
515	515	2009	PORT AND THE DOURO	An exceptionally hot summer led to an early vintage with great potential for Port, but extremely high alcohols in the unfortified wines, with some unripe tannins and shrivelled berries. Higher altitude sites will be crucial to making these wines work. A declared vintage.	POSITIVE	0.9964887499809265
516	516	2008	PORT AND THE DOURO	A dry but, like 2007, cool year. Some growers picked early for fear of rain, but those that risked it were rewarded with ideal ripening conditions late in the season. Not universally declared, although Quinta do Noval have.	POSITIVE	0.9988579154014587
517	517	2007	PORT AND THE DOURO	A vintage year, and one that has produced exceptionally approachable Ports at a young age. The growing season was fairly cool for the Douro, leading to later than usual harvest and none of the grape desiccation that can confer raisined character.	POSITIVE	0.9484866857528687
518	518	2006	PORT AND THE DOURO	A wet year with rain inconveniently timed in September. But some grapes were also shrivelled by extreme heat. Far from a textbook year.	NEGATIVE	0.9812678098678589
519	519	2005	PORT AND THE DOURO	An exceptionally dry growing season in which only old vines triumphed. Very early harvest produced unusual musts - the Douro's answer to	POSITIVE	0.9181929230690002
520	520	2003	PORT AND THE DOURO	Some great vintage ports, not harmed by the hot summer and helped by newfound alternative techniques to foot treading.	POSITIVE	0.9981155395507812
521	521	2004	PORT AND THE DOURO	The usual hot summer, then rain in early September but late September saw sugar levels zoom up. There will be some fine vintage and single quinta ports.	POSITIVE	0.9993232488632202
522	522	2002	PORT AND THE DOURO	The usual very dry summer was followed by an unusually wet September which compromised both the health and ripeness of those grapes that were picked. A most unusual harvest and extremely unlikely to produce vintage port.	NEGATIVE	0.9989954233169556
523	523	2001	PORT AND THE DOURO	Some very good vintage port. Exceptionally wet winter - an unprecedented five months of rain - was followed by early budburst slowed by a cool spring. The crop was reduced by a heatwave in June but conditions were favourable throughout the rest of the summer. Useful quantity with good not great quality.	POSITIVE	0.9754347205162048
524	524	2000	PORT AND THE DOURO	Mild and exceptionally dry winter was followed by a wet spring which delayed the growth cycle. An unusually hot September gave the grapes a late boost just before harvest in benign conditions. The result of this, together with the introduction of new, mechanised alternatives to foot-treading in some houses, is a range of particularly luscious, ripe vintage ports.	POSITIVE	0.9960101246833801
525	525	1999	PORT AND THE DOURO	At the end of August growers were looking forward to a distinct improvement on 1998 but hopes were washed away by continuous rain in September, although the thick-skinned port grapes suffered much less than table wine grapes elsewhere in Portugal.	NEGATIVE	0.9974247813224792
526	526	1998	PORT AND THE DOURO	Definitely not a year for vintage port.	NEGATIVE	0.9994903206825256
527	527	1997	PORT AND THE DOURO	Some fine vintage ports. Early flowering was followed by a fairly cool, wet summer so the ports are more structured than the 1994s.	POSITIVE	0.9989796280860901
528	528	1996	PORT AND THE DOURO	Not a year for vintage port but some fine single quinta wines were made.	POSITIVE	0.9995235204696655
529	529	1995	PORT AND THE DOURO	Some real potential for vintage port.	POSITIVE	0.9993716478347778
530	530	1994	PORT AND THE DOURO	Potentially exceptional year for vintage port. Very rich but not overripe wines.	POSITIVE	0.9997454285621643
531	531	1992	PORT AND THE DOURO	Taylor and Fonseca chose to declare this instead of 1991.	NEGATIVE	0.9045780301094055
532	532	1991	PORT AND THE DOURO	Great potential, very rich with considerable structure. A long-term vintage.	POSITIVE	0.999880313873291
533	533	1985	PORT AND THE DOURO	A flattering year: luscious and fragrant for mid-term drinking.	POSITIVE	0.9918385744094849
534	534	1983	PORT AND THE DOURO	A shade behind 1985. Good, sometimes exceptional. Widely declared and maturing relatively fast.	POSITIVE	0.9998749494552612
535	535	1982	PORT AND THE DOURO	Declared by only a few houses, these are supple and for early drinking.	NEGATIVE	0.994200587272644
536	536	1980	PORT AND THE DOURO	A medium weight year. Reliable without hitting the heights	POSITIVE	0.9993600845336914
537	537	1977	PORT AND THE DOURO	Initially destined to be legendary, these have great weight, backbone and and power but the vintage has proved much less consistent than expected.	NEGATIVE	0.9956949353218079
538	538	1975	PORT AND THE DOURO	Widely declared and inexpensive but whilst pleasant, hardly vintage material.	NEGATIVE	0.9887746572494507
539	539	1970	PORT AND THE DOURO	Superb, big, full and deep. Should last very many years.	POSITIVE	0.9998294711112976
540	540	1966	PORT AND THE DOURO	Rich, fragrant and lovely now.	POSITIVE	0.9998875260353088
541	541	1963	PORT AND THE DOURO	A benchmark year, sensational from many houses and only very, very slowly commencing their decline.	POSITIVE	0.7196231484413147
542	542	2017	SOUTH AFRICA	Very good quality potential across the Western Cape, thanks to dry conditions throughout harvest and very little disease pressure. Many regions experienced drought conditions, resulting in a smaller-than-usual crop, but offering greater concentration of both colour and flavour as a result.	POSITIVE	0.9992721080780029
543	543	2016	SOUTH AFRICA	The smallest crop in half a decade has resulted in concentrated, ripe wines. The hot conditions demanded an early harvest, which means alcohol levels are generally lower than average. Sunburn was a problem in some regions, but there was at least minimal threat of rot thanks to very dry weather throughout the season.	NEGATIVE	0.8994718194007874
544	544	2015	SOUTH AFRICA	Record early harvest but viewed as good quality by most observers, thanks to clement weather throughout the year. Yields are slightly lower than in 2014.	POSITIVE	0.9270429015159607
545	545	2014	SOUTH AFRICA	A challenging vintage beset by rain. Coastal regions fared better than most, but overall the expectations for quality are not high.	NEGATIVE	0.9685840010643005
546	546	2013	SOUTH AFRICA	A wet winter and warm summer. Humidity threatened rot during the harvest, but producers with the strongest nerve successfully waited for dryer conditions. Reds are particularly promising.	POSITIVE	0.9994526505470276
547	547	2012	SOUTH AFRICA	Below average yields, but good quality fruit thanks to a dry, easy harvest period.	POSITIVE	0.9994280934333801
548	548	2011	SOUTH AFRICA	Drought, resulting in reduced yields and particular concentration in reds. Not an auspicious vintage.	NEGATIVE	0.9996901750564575
549	549	2010	SOUTH AFRICA	Cool and dry in spring until a very wet November. December was dry again, and warm too, allowing for good late ripening. Mildew was a problem in many areas, so quality is variable.	POSITIVE	0.9873247146606445
550	550	2009	SOUTH AFRICA	Universal acclaim across all varieties.	POSITIVE	0.9998898506164551
551	551	2008	SOUTH AFRICA	Lighter than average wines, thanks to an especially cool growing season. Not an easy vintage, but the slow ripening process led to elegant examples from the best producers.	POSITIVE	0.9997719526290894
552	552	2007	SOUTH AFRICA	Ripe and rich, favouring Rhône varieties in particular. For a more detailed breakdown of 2007 in South Africa, click here.	POSITIVE	0.999661386013031
553	553	2006	SOUTH AFRICA	Started coolly, meaning small berries with thick skins that led to great concentration. A strong vintage.	POSITIVE	0.9998002648353577
554	554	2005	SOUTH AFRICA	Undistinguished, with reds slightly more favoured than whites.	NEGATIVE	0.9905941486358643
555	555	2004	SOUTH AFRICA	Cooler conditions than the norm, making for more restrained styles in both reds and whites.	POSITIVE	0.9773880839347839
556	556	2003	SOUTH AFRICA	Temperatures several degrees below the average, with the best results coming from the earlier ripening varieties.	POSITIVE	0.6637645959854126
557	557	2002	SOUTH AFRICA	Rain in abundance, leading to plentiful rot. Not a good vintage.	NEGATIVE	0.9997843503952026
558	558	2001	SOUTH AFRICA	Continued the run of hot vintages, and produced a very small harvest of concentrated reds. Tannins were generally softer than in 2000.	POSITIVE	0.9916754961013794
559	559	2000	SOUTH AFRICA	The third hot year in a row. Whites were unimpressive, but reds were powerful and concentrated, with high tannic structure.	POSITIVE	0.9983972311019897
560	560	2016	CATALUNYA	Drought conditions throughout the year led to low yields across Catalunya. The small berries have resulted in very high intensity, with local grape varieties generally performing better than international varieties. Quality is good, even if yields were not.	POSITIVE	0.9996491074562073
561	561	2015	CATALUNYA	Priorat and Montsant escaped the harvest rains unscathed in 2015, and producers are very enthused about the quality. Potentially the best harvest of the last five years.	POSITIVE	0.9997564554214478
562	562	2014	CATALUNYA	Quite a lot of rot at harvest due to humid conditions. Together with modest temperatures throughout the summer, this is a lighter and fresher vintage – especially when compared with the more typically full 2013s.	POSITIVE	0.9991914629936218
563	563	2013	CATALUNYA	Very healthy fruit at harvest, with lots of promise across the varieties. Good quality, and higher yields than in 2012.	POSITIVE	0.9998714327812195
564	564	2012	CATALUNYA	Greater elegance than 2011, with Garnacha and Cabernet Sauvignon thriving in the warm, dry conditions. Yields were down by up to 25% in some areas, however.	POSITIVE	0.9895457029342651
565	565	2011	CATALUNYA	Very hot throughout August and September, creating some dehydration. Immensely powerful wines with a great deal of flesh.	POSITIVE	0.9998360872268677
566	566	2010	CATALUNYA	Hot in early summer, becoming cooler toward the end, allowing slow and gradual ripening into autumn. Alcohol levels are rather lower than usual. Reds are better than whites.	POSITIVE	0.8561610579490662
567	567	2016	RIOJA AND RIBERA DEL DUERO	Unlike Catalunya, Rioja enjoyed an abundant harvest – the largest since 2005, and many producers had to discard fruit to meet the permitted yield. Quality is excellent, with modest alcohol, full ripeness, relatively light tannins, good aromatic range and no bitterness. In Ribera del Duero, the outlook is also positive, with quality as good as the strong 2015 vintage.	POSITIVE	0.9998357892036438
568	568	2015	RIOJA AND RIBERA DEL DUERO	Ribera was hot and dry in 2015. Old vines did well while younger vines struggled. Volume was lower than in 2014 by up to one third. Low nitrogen levels led to some struggling ferments, but the flavour ripeness is very high, with soft tannins and high potential alcohol. Alcohol will also be higher than usual in Rioja, again with powerful concentration and richness. A short, early harvest reflected the ripeness of the crop. Berries were small across the region, with the higher, cooler vineyards of Rioja showing especially high quality.	POSITIVE	0.9992790222167969
569	569	2014	RIOJA AND RIBERA DEL DUERO	The official report from Rioja describes the 2014 harvest as improved in quality and quantity compared to 2013, though they acknowledge some grey rot affected the final week of harvest.	POSITIVE	0.9817412495613098
570	570	2013	RIOJA AND RIBERA DEL DUERO	Despite a cool, wet start to the year, a long dry summer in Ribera del Duero heralded full fruit ripeness at harvest, with below average temperatures promising fine flavour development. Frequent bouts of wet weather in Rioja, together with the cold spring, resulted in some uneven ripening and a delayed harvest that slipped into November in some parts, yet yields here were slightly up on 2012 and producers are optimistic.	POSITIVE	0.9981197714805603
571	571	2012	RIOJA AND RIBERA DEL DUERO	A weird year of weather in Spain. It was the fifth consecutive small vintage, thanks in large part to very dry conditions. The resultant small berries harvested in Rioja are likely to make wines of great concentration and high tannin. The Ribera del Duero crop was also shrunk by drought but producers there are a little more optimistic about eventual quality.	POSITIVE	0.987773597240448
572	572	2011	RIOJA AND RIBERA DEL DUERO	Hot and heat-stressed for the vines in Rioja with lower acidity than average but powerful, concentrated wines of good quality. Similarly hot in Ribera del Duero, giving very powerful intensity and smooth, soft tannins.	POSITIVE	0.999774158000946
573	573	2010	RIOJA AND RIBERA DEL DUERO	Exceptional for Ribera del Duero with no excessive weather patterns, uniform ripeness and quality as promising as 2004. Good quality in Rioja also, considered better than 2009.	POSITIVE	0.9997886419296265
574	574	2009	RIOJA AND RIBERA DEL DUERO	Very hot conditions gave average temperatures above the infamous 2003 vintage. However, timely rains in Rioja and Ribera del Duero relieved the vines and rescued the vintage. Very good quality.	POSITIVE	0.9998016357421875
575	575	2008	RIOJA AND RIBERA DEL DUERO	Very good quality for Rioja, with favourable weather throughout autumn. In Ribera del Duero, temperatures were cooler than normal, giving a slow, balanced ripening process and elegant wines as a result.	POSITIVE	0.9998205900192261
576	576	2007	RIOJA AND RIBERA DEL DUERO	After a miserable summer, frost on 24 September decimated the crop from many young Ribera del Duero vineyards. Most grapes struggled to ripen but late pickers were rewarded. Not a stellar year though.	NEGATIVE	0.9841609597206116
577	577	2006	RIOJA AND RIBERA DEL DUERO	Some spring hail in Rioja. Hot summer with some drought stress. Has not lived up to the two previous vintages.	NEGATIVE	0.9977402687072754
578	578	2005	RIOJA AND RIBERA DEL DUERO	Another good vintage with high temperatures but with (just) enough rain.	POSITIVE	0.9938392043113708
579	579	2004	RIOJA AND RIBERA DEL DUERO	Very good year, especially for Rioja, with wines that should last well.	POSITIVE	0.9998630881309509
580	580	2003	RIOJA AND RIBERA DEL DUERO	Small, early, drought-plagued harvest of often unbalanced wines.	NEGATIVE	0.9986196160316467
581	581	2002	RIOJA AND RIBERA DEL DUERO	Exceptionally cold winter and spring was followed by nasty wet weather during summer - disastrous for both quality and quantity. Rain persisted even during harvest. Truly a severe test for both regions.	NEGATIVE	0.9993637800216675
582	582	2001	RIOJA AND RIBERA DEL DUERO	Smaller-than-usual crop because of spring frosts but distinctly superior quality accentuated in some cases by further deliberate crop thinning. Some very fine wines.	POSITIVE	0.9962026476860046
583	583	2000	RIOJA AND RIBERA DEL DUERO	Record crop levels and extremely variable quality with exceptionally high summer temperatures and in many cases a lack of concentration. Some very good wines from Ribera del Duero though.	POSITIVE	0.5816595554351807
584	584	1999	RIOJA AND RIBERA DEL DUERO	April frost in Rioja delayed ripening of grapes that suffered thanks to summer rains. Better quality in Ribera del Duero, however, although harvest rain reduced acidity. Good quality but not quite as good as	NEGATIVE	0.9615089297294617
585	585	1998	RIOJA AND RIBERA DEL DUERO	Despite spring frosts, yields were still too high to ripen some grapes sufficiently in Ribera del Duero. Quantity was also Rioja’s strong suit.	NEGATIVE	0.5020874738693237
586	586	1997	RIOJA AND RIBERA DEL DUERO	Rain at harvest. Not glorious.	NEGATIVE	0.9996885061264038
587	587	1996	RIOJA AND RIBERA DEL DUERO	Particularly successful in Ribera del Duero, where ripe, relatively friendly wines were made.	POSITIVE	0.9997771382331848
588	588	1995	RIOJA AND RIBERA DEL DUERO	Another frost-shrunk crop in Ribera del Duero, although the grapes were riper and probably better balanced than in 1994. Rioja's bodegas, on the other hand, were swollen by an enormous harvest of ripe, healthy grapes.	POSITIVE	0.7554046511650085
589	589	1994	RIOJA AND RIBERA DEL DUERO	Quality isn't a problem but quantity is after spring frosts and summer drought. Some very nice wines indeed.	POSITIVE	0.9993762373924255
590	590	1993	RIOJA AND RIBERA DEL DUERO	Heavy harvest rains again. Good but not great seems the rule.	NEGATIVE	0.9827225804328918
591	591	1992	RIOJA AND RIBERA DEL DUERO	This looked good until prolonged rains, which diluted the grapes and encouraged rot. Early maturing. Should have been drunk.	NEGATIVE	0.9981622695922852
592	592	1991	RIOJA AND RIBERA DEL DUERO	An excellent year in Spain, only a small crop but impressive weight and structure.	POSITIVE	0.999817430973053
